"Date","Adjusted","logprice","logret"
2013-04-15,17.448723,2.85926646545485,0
2013-04-16,17.31786,2.85173833891856,-0.00752812653629276
2013-04-17,17.239346,2.84719432948119,-0.00454400943736699
2013-04-18,17.125921,2.84059316372404,-0.00660116575715275
2013-04-19,17.221891,2.84618130714002,0.0055881434159808
2013-04-22,17.291691,2.85022609711068,0.00404478997065771
2013-04-23,17.544689,2.86475128303025,0.0145251859195756
2013-04-24,17.57959,2.8667385700283,0.00198728699804684
2013-04-25,17.527245,2.86375652742662,-0.00298204260168466
2013-04-26,17.422552,2.85776545897237,-0.00599106845424258
2013-04-29,17.492342,2.86176318515465,0.00399772618227301
2013-04-30,17.413826,2.85726448839601,-0.00449869675863424
2013-05-01,17.352757,2.85375139866796,-0.00351308972805464
2013-05-02,17.457449,2.85976643435329,0.00601503568533301
2013-05-03,17.631935,2.86971174648458,0.00994531213128935
2013-05-06,17.658108,2.87119505466864,0.00148330818405773
2013-05-07,17.701735,2.87366265737475,0.00246760270611457
2013-05-08,17.7628,2.87710638279502,0.00344372542026683
2013-05-09,17.745356,2.87612384788651,-0.000982534908505528
2013-05-10,17.884941,2.88395907385175,0.00783522596523811
2013-05-13,17.91984,2.8859084789355,0.00194940508374408
2013-05-14,18.216471,2.90232618481715,0.0164177058816586
2013-05-15,18.303713,2.90710393544159,0.00477775062443886
2013-05-16,18.277542,2.90567309308996,-0.00143084235163649
2013-05-17,18.617792,2.92411768264779,0.0184445895578329
2013-05-21,18.626516,2.9245861569263,0.000468474278515263
2013-05-22,18.617792,2.92411768264779,-0.000468474278515263
2013-05-23,18.486929,2.91706394182634,-0.00705374082144949
2013-05-24,18.478203,2.91659182122566,-0.000472120600683024
2013-05-27,18.513098,2.91847848157051,0.00188666034485729
2013-05-28,18.713758,2.92925897527497,0.0107804937044569
2013-05-29,18.539274,2.91989140079494,-0.00936757448003123
2013-05-30,18.565445,2.92130205717748,0.00141065638254378
2013-05-31,18.43458,2.91422824867637,-0.00707380850111017
2013-06-03,18.233917,2.90328343121641,-0.0109448174599667
2013-06-04,18.347332,2.90948416883432,0.00620073761791273
2013-06-05,18.120502,2.89704400442534,-0.0124401644089804
2013-06-06,17.815147,2.88004905049723,-0.0169949539281058
2013-06-07,18.181566,2.90040822365348,0.0203591731562431
2013-06-10,18.207747,2.90184716285617,0.001438939202695
2013-06-11,18.015808,2.89124959470689,-0.010597568149286
2013-06-12,18.015808,2.89124959470689,0
2013-06-13,18.015808,2.89124959470689,0
2013-06-14,18.03326,2.89221783063262,0.000968235925733918
2013-06-17,18.129225,2.89752527702463,0.00530744639200753
2013-06-18,18.312437,2.90758044649833,0.0100551694737034
2013-06-19,18.258175,2.90461292493648,-0.0029675215618532
2013-06-20,17.960581,2.88817941201674,-0.0164335129197388
2013-06-21,18.10062,2.89594619182877,0.007766779812028
2013-06-24,18.030602,2.89207042545428,-0.00387576637448372
2013-06-25,18.16189,2.8993254426476,0.00725501719331678
2013-06-26,18.275677,2.90557105009333,0.00624560744572733
2013-06-27,18.380705,2.91130147310162,0.00573042300829085
2013-06-28,18.433222,2.91415458005894,0.00285310695732033
2013-07-02,18.503248,2.91794628424167,0.0037917041827269
2013-07-03,18.494495,2.9174731202347,-0.000473164006967064
2013-07-04,18.687056,2.92783109167133,0.0103579714366284
2013-07-05,18.713312,2.92923514225785,0.0014040505865256
2013-07-08,18.844604,2.93622661296687,0.00699147070901862
2013-07-09,18.905876,2.93947277321727,0.00324616025039992
2013-07-10,18.888367,2.93854622992058,-0.000926543296692284
2013-07-11,18.940882,2.94132265478349,0.00277642486291363
2013-07-12,18.940882,2.94132265478349,0
2013-07-15,19.080931,2.94868945937899,0.00736680459549932
2013-07-16,18.897121,2.93900958242017,-0.00967987695881734
2013-07-17,19.045918,2.94685280039663,0.00784321797645626
2013-07-18,19.08968,2.94914787489417,0.00229507449754474
2013-07-19,19.063421,2.94777136795461,-0.00137650693956637
2013-07-22,19.080931,2.94868945937899,0.000918091424382705
2013-07-23,18.967138,2.94270790277052,-0.00598155660847288
2013-07-24,18.940882,2.94132265478349,-0.00138524798702644
2013-07-25,18.879614,2.9380827155931,-0.00323993919039145
2013-07-26,18.888367,2.93854622992058,0.000463514327477821
2013-07-29,18.818346,2.93483224506662,-0.00371398485395824
2013-07-30,18.949638,2.9417848284436,0.00695258337697791
2013-07-31,18.862106,2.93715493587051,-0.00462989257308966
2013-08-01,19.22097,2.95600187053089,0.018846934660385
2013-08-02,19.273487,2.95873042090802,0.00272855037712905
2013-08-06,19.168453,2.95326585479234,-0.00546456611567736
2013-08-07,19.203466,2.95509078357514,0.00182492878279916
2013-08-08,19.115938,2.9505224373543,-0.00456834622084257
2013-08-09,18.914621,2.93993522087658,-0.0105872164777185
2013-08-12,18.940882,2.94132265478349,0.00138743390690887
2013-08-13,19.098429,2.94960608036086,0.00828342557736717
2013-08-14,18.993399,2.94409149774913,-0.00551458261172577
2013-08-15,18.652042,2.92595563071279,-0.0181358670363467
2013-08-16,18.652042,2.92595563071279,0
2013-08-19,18.573269,2.92172339649019,-0.00423223422259822
2013-08-20,18.765827,2.93203750302541,0.010314106535219
2013-08-21,18.765827,2.93203750302541,0
2013-08-22,19.02841,2.94593312553151,0.0138956225060998
2013-08-23,19.037159,2.9463928060451,0.000459680513592797
2013-08-26,19.08968,2.94914787489417,0.00275506884907495
2013-08-27,18.608278,2.92360653547554,-0.0255413394186301
2013-08-28,18.730816,2.93017008197791,0.00656354650236368
2013-08-29,18.818346,2.93483224506662,0.00466216308871159
